idrow,idcell,x,y,P1,P2,P3,P4,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19
3029,3029,-70.9999935,7.6666689,268.9375,101.5625,77.625,398.875,205,130.25,265.875,268.1875,273.4375,264.5,1706.1875,271.625,10.8125,63.3125,752.6875,69.0625,291.4375,513
3030,3030,-70.33332672,7.6666689,275.5,94.625,71.4375,495.5625,213.875,131.5,270.125,279,282.0625,270.0625,1808.5625,298.875,7.5625,69.8125,833.8125,45.6875,175.5,797.5
3031,3031,-69.66665994,7.6666689,276.125,92.375,66.9375,670.5625,214.8125,137,268.125,279.3125,285.625,268.125,1655.5625,278.5625,7.4375,73.1875,800.1875,42.4375,169.375,800.1875
3032,3032,-68.99999317,7.6666689,275.4375,93.5625,65.4375,833.375,213.875,142,265.4375,278.375,287.3125,265.125,1580.5625,278.9375,5.1875,77.1875,793.6875,33.125,156,792.6875
3033,3033,-68.33332639,7.6666689,275.9375,95.375,67.375,927.5625,215.5,140.625,264.4375,277.75,289.125,264.4375,1571.25,307.25,2.6875,84.625,855.4375,20.625,116.75,855.4375
3034,3034,-67.66665961,7.6666689,275.3125,94.5,68.9375,940.8125,215.6875,136.1875,263.6875,280,288,263.3125,1708.125,357.875,1.5625,89.5625,968.625,17.625,88.8125,960.875
3035,3035,-66.99999283,7.6666689,275.625,95.9375,72,759.3125,216.875,132.125,267.25,276,285.8125,266.1875,1567.375,315.5625,2.0625,88.4375,868,14.75,159.25,854.875
3036,3036,-66.33332606,7.6666689,276.875,96.25,75.4375,638.75,220.8125,126.875,269.9375,279.25,286.0625,269.625,1534.4375,314.875,4.625,89.4375,863.625,19.8125,237.1875,855.25
3037,3037,-65.66665928,7.6666689,277,100.0625,79.1875,576.3125,218.625,125.375,271,278.4375,285.5625,271,1585.75,313.4375,7.75,80.5625,850.875,36.75,242.6875,850.875
3038,3038,-64.9999925,7.6666689,278.8125,98.5625,80.5,558.0625,221.25,121.75,273.3125,279.5,286.75,273.3125,1456.8125,260.0625,10.9375,75.25,750.5,39.0625,235.5625,750.5
3039,3039,-64.33332572,7.6666689,276.5,97.125,80.25,566.0625,220.1875,120.25,271.1875,275.4375,284,270.8125,1331.8125,236.9375,10.0625,76.125,696.9375,40.75,208.1875,474.1875
3040,3040,-63.66665894,7.6666689,270.4375,98.375,80.25,588.6875,213.1875,122,265.75,267.6875,277.5625,263.75,1217.4375,211.4375,13.625,69.375,606.875,58.1875,191.4375,134.9375
3041,3041,-62.99999217,7.6666689,261.8125,97.5625,78.6875,605,203.4375,123.1875,258.1875,258.9375,269.125,254.1875,1214.9375,201.875,17,60.375,576.6875,87.875,195.1875,148.75
3042,3042,-62.33332539,7.6666689,255.8125,97.5625,82,544.5,198.25,118.3125,253.75,254.875,260.9375,248,1141.625,192.125,23.8125,56.1875,522.1875,99.6875,193.0625,153.3125
3043,3043,-61.66665861,7.6666689,257.8125,95.875,82.875,537.4375,201.4375,115.125,257.375,255.6875,262.75,249.6875,1271.0625,196.8125,46.375,43.1875,514.8125,161.375,309.1875,229.125
3044,3044,-60.99999183,7.6666689,260.6875,88.875,81.0625,539,208,109,260.5,257.0625,266.5,252.75,1773.5625,253.125,71.0625,35.8125,656.75,254.75,431.4375,335.6875
3045,3045,-60.33332506,7.6666689,260.5625,81.125,79.5625,526,212.4375,101.4375,260.25,257.1875,266.75,253.5,2289.4375,316.3125,90.125,34.4375,820.625,321,540.875,364.6875
3046,3046,-59.66665828,7.6666689,263.9375,75,78.8125,501.5625,219.5625,94.625,262.5625,260.375,270.0625,257.1875,2602.875,358.9375,106.5625,35.375,933.5,369.6875,562.25,439.625
3047,3047,-58.9999915,7.6666689,267.5833435,68.83333588,78.5,479.8333435,227.4166718,87.08333588,265.3333435,265.1666565,273.75,261.9166565,2557.416748,359.8333435,109.5833359,39,945.666687,399,455.25,468.5
3104,3104,-80.99999517,7.0000023,234,96,75.5,634,176.5,126.5,227,238.5,242.5,227,2896,575,9,75.5,1440,56,105,1440
3105,3105,-80.33332839,7.0000023,256,95,75,817,201,126,247,264,268,247,2146,396,4,73,1002,31,78,1002
3109,3109,-77.66666128,7.0000023,251.4545441,85.09091187,81.72727203,405.4545593,202.2727203,103.4545441,246.4545441,254.0909119,256.9090881,246.3636322,3847.09082,566.6363525,77.45454407,49.36363602,1413.45459,260.2727356,404.3636475,1407.727295
3110,3110,-76.9999945,7.0000023,271.0625,90.5,82.9375,385.875,219.5,108.5625,268.6875,273.4375,276.375,266.375,3994.625,474,112.875,37.375,1309.6875,401.625,585.1875,1230.875
3111,3111,-76.33332772,7.0000023,218.875,100.625,83.8125,376.625,161.125,119.5,214.875,221.3125,223.6875,214.1875,2890.25,373.4375,79.6875,39.25,988.375,296.6875,520.875,923.375
3112,3112,-75.66666094,7.0000023,180.1875,102.75,83.9375,408.625,116.4375,121.875,178.625,180,185.1875,174.75,2954.5625,380.375,74,41.75,1012.125,301.625,790.3125,766
3113,3113,-74.99999417,7.0000023,232.25,97.5625,83.5625,466.8125,172.375,116.1875,229.4375,231.9375,238,225.8125,3468.375,446.8125,84.75,43.25,1217.25,328.6875,850.1875,906.1875
3114,3114,-74.33332739,7.0000023,268.6875,96.375,87.5,409.1875,215.3125,109.5,264.3125,269.9375,273.5,262.875,3103.3125,429,62.875,45.125,1129.5625,273.8125,639.5625,1060.5625
3115,3115,-73.66666061,7.0000023,266.375,99.5625,89.8125,293.5625,212.125,110.5,262.4375,267,269.6875,262.0625,2481.75,368.625,60.25,42.875,925.0625,261.875,442.8125,883.125
3116,3116,-72.99999383,7.0000023,152.5625,91.0625,82,312.75,94.25,111.5625,151.875,150.375,155.8125,148.1875,1292.75,175.625,42,40,451.3125,161.3125,350.875,238.9375
3117,3117,-72.33332706,7.0000023,170.875,99.1875,81.375,336.25,108.375,121.3125,169.5,168.1875,174.6875,166.625,2486.9375,385.4375,53.375,51.5625,1023.0625,207.375,547,814.0625
3118,3118,-71.66666028,7.0000023,256.75,109.75,82.25,448.75,193.125,132.5625,251.75,259.1875,261.875,250.5,2642.9375,400.625,38.5625,55.375,1071.75,165.75,385.6875,1032
3119,3119,-70.9999935,7.0000023,266.5625,98.125,76.6875,591.4375,207.875,127.1875,258.9375,269,273.75,258.3125,1861.875,314.75,10.875,66.375,837.4375,65.5,222.25,826.0625
3120,3120,-70.33332672,7.0000023,271.8125,90.625,70.9375,691.125,214.875,127,262.6875,273.625,280.9375,262.6875,1785.5625,311.5,5.6875,72.0625,846.1875,38.875,199.0625,846.1875
3121,3121,-69.66665994,7.0000023,273.375,91.625,65.625,814.5625,213.25,138.3125,262.8125,277.0625,284.8125,262.8125,1895.875,330.3125,5.875,74.5625,935.0625,41.9375,199.875,935.0625
3122,3122,-68.99999317,7.0000023,275.25,93.4375,65.5,897.25,214.3125,142,264.375,282.375,288.125,263.875,2087.875,376.625,4.125,77.75,1069,39.3125,184.5,1049.8125
3123,3123,-68.33332639,7.0000023,277.9375,94.3125,67.8125,942.375,219.25,138.25,265.75,282.125,291.125,265.625,1848.9375,343.5,2.8125,84.5,996.8125,26.0625,136.5625,996.4375
3124,3124,-67.66665961,7.0000023,279.375,94.875,69.9375,915.8125,222.3125,134.6875,267.4375,281.6875,292.125,267.4375,1897.1875,384.4375,1.5,88.8125,1074.25,21.25,116.6875,1074.25
3125,3125,-66.99999283,7.0000023,277.5,100.125,71.5,813.875,217.0625,139.0625,266.875,278.8125,288.5625,266.875,1821.9375,378.25,2.75,89.125,1038.25,20.1875,111.125,1038.25
3126,3126,-66.33332606,7.0000023,266.3125,102.9375,73.3125,670.1875,203.8125,139.375,258.0625,270.0625,275.1875,258.0625,1828.75,362.6875,8.8125,86.375,1025.25,36.375,141.9375,1025.25
3127,3127,-65.66665928,7.0000023,270.25,102,77.0625,580.5625,209.1875,131.6875,263.875,272,278.125,263.875,1928.3125,373.875,16.75,80.25,1048.75,58.75,309.3125,1048.75
3128,3128,-64.9999925,7.0000023,273.8125,99.8125,79.8125,543.6875,215,124.25,268.625,273.9375,281.0625,268.5625,1932.75,333.1875,23.25,70.3125,969.1875,78,336,862.0625
3129,3129,-64.33332572,7.0000023,266.625,99.5,81.3125,521,209.125,121.4375,261.9375,265.5,273.375,261.4375,1830.75,319.375,21.9375,71.9375,926.375,72.5625,300.9375,399
3130,3130,-63.66665894,7.0000023,261.5625,101.8125,82.0625,540.8125,203.3125,123.1875,256.875,259.75,268.6875,256.0625,1591.1875,298.8125,19,75,833.6875,65.625,252.8125,93.125
3131,3131,-62.99999217,7.0000023,259.1875,99.25,80.9375,554.5625,202.0625,121.625,254.5625,257.125,266.6875,253.5,1480.9375,268.25,22.625,68.75,758.0625,93.875,237.125,307.75
3132,3132,-62.33332539,7.0000023,261.4375,98.625,83.0625,528.75,204.3125,118,258.0625,257.9375,267.5,254.9375,1450.8125,233,33.75,54.5625,659.75,139.75,259.4375,188.125
3133,3133,-61.66665861,7.0000023,264.5625,101.125,82.4375,549.25,204.75,121.9375,263.375,261.3125,269.5625,256.1875,1328.3125,203.6875,49.375,41.4375,533.625,185.1875,288.9375,238.5625
3134,3134,-60.99999183,7.0000023,262.375,96.125,81.1875,567.75,206.125,117.6875,262.4375,259.25,268.5,253.9375,1618.3125,225.125,70.875,34.5,599,251.9375,384.8125,325.125
3135,3135,-60.33332506,7.0000023,259.625,85.6875,79.6875,544.875,210,106.75,258.625,256.75,266.1875,252.3125,2031.375,273.1875,95.8125,31.9375,723.4375,333.75,437.0625,379.9375
3136,3136,-59.66665828,7.0000023,261.0625,76.5625,78.5,532.5625,216.875,96.9375,258.9375,260.25,268.0625,254.375,2289.3125,309.6875,108.8125,33.9375,821,380.75,430.125,444.6875
3137,3137,-58.9999915,7.0000023,264,68.6875,78.0625,513.4375,224.5625,87.375,261.1875,268.9375,270.9375,258.1875,2297.875,319.625,96.3125,39.25,856.625,367.3125,372.1875,459.75
3138,3138,-58.33332472,7.0000023,268.875,62.375,78.375,457,233.125,79.125,265.5,274.875,274.875,264.125,2423.375,340.875,85.75,42.375,925,349.125,350,504.5
3199,3199,-77.66666128,6.3333357,255.6666718,90.66666412,87.33333588,296,206.3333282,103.3333359,252,258,259,251.3333282,5158.333496,650.333313,191.3333282,32.33333206,1674,647.333313,773.333313,1650.333374
3200,3200,-76.9999945,6.3333357,262.1875,95.6875,87.8125,323.25,210.375,108.25,261.8125,264.4375,265.75,257.4375,5810.75,638.625,291.9375,23.5625,1764.5,939.8125,1177.625,1523.6875
3201,3201,-76.33332772,6.3333357,206.8125,100.6875,87.1875,351.625,151.3125,115.1875,203.8125,209.375,211.0625,202.0625,3489.4375,402.0625,156.75,29.5,1082.875,515.125,755.5625,1022.3125
3202,3202,-75.66666094,6.3333357,186.6875,102.875,86.9375,387.25,128.4375,117.9375,184.125,185.25,191.6875,181.75,2070,261.75,64.125,37.375,690.5625,247.5625,531.9375,563.25
3203,3203,-74.99999417,6.3333357,219.5625,95.8125,89.0625,355.1875,166.125,106.9375,216.8125,218.5,223.4375,214.125,2927.5,394.375,92.6875,39.8125,1007.875,349.5,772.75,803.875
3204,3204,-74.33332739,6.3333357,274.6875,98.8125,89.125,278.25,220.125,110.25,271.375,275.625,277.125,270.4375,2632,363.625,63.9375,41.0625,918,305.0625,495.375,881
3205,3205,-73.66666061,6.3333357,226.5,100,85.0625,297.1875,168.5625,117.75,224.125,226.5,229.3125,222.625,2727.625,382.3125,91.125,37.4375,924.9375,365.375,635.9375,841.75
3206,3206,-72.99999383,6.3333357,166.4375,106.25,84.1875,329.3125,104.375,125.5625,166.625,166.125,170.5,162.4375,1866.625,266.75,55.125,44.75,652,229.1875,455.625,457.8125
3207,3207,-72.33332706,6.3333357,116.875,97.875,77.875,433.8125,55.125,124.9375,115.4375,117.375,122.1875,111.0625,1773.125,263.75,21.6875,53.75,724.5625,119.125,368.6875,643.9375
3208,3208,-71.66666028,6.3333357,256.375,103.0625,81.25,632.625,199.8125,126.1875,248.8125,260.1875,264.5,247.5,2786.75,446.375,29.625,58.625,1161.3125,154.3125,412.75,1129.625
3209,3209,-70.9999935,6.3333357,266.5,97.1875,76.9375,751.0625,211.5625,125.5625,256.1875,270.9375,275.9375,255.875,2118.625,348.75,12,64.1875,919.5,77.8125,289.125,917.9375
3210,3210,-70.33332672,6.3333357,270.75,92.5,72.25,812.9375,215.25,127.3125,259.8125,275.25,281.4375,259.8125,2018.5625,335.25,6.75,68.25,918.125,52.3125,262.5,918.125
3211,3211,-69.66665994,6.3333357,273.4375,93.9375,68.5625,868.4375,214.3125,136.1875,262,278.3125,285.3125,262,2197.0625,372.125,7.5,70,1030.125,62.375,256.75,1030.125
3212,3212,-68.99999317,6.3333357,276.375,95.5,68.0625,909.5,216.375,139.25,264.9375,284.25,289.1875,264.6875,2290.25,399.75,9.5625,73.25,1125.375,65.875,217,1124.1875
3213,3213,-68.33332639,6.3333357,280.25,95.8125,70.375,952.625,223.25,135,267.5625,287.0625,293.375,267.5625,2197.4375,391.4375,10.0625,76.75,1121.4375,58.125,192,1121.4375
3214,3214,-67.66665961,6.3333357,282.25,98,72.1875,970.125,225.9375,134.8125,269.4375,287.0625,295.75,269.4375,2148.625,409.0625,8.8125,80.5,1156.25,53,180.8125,1156.25
3215,3215,-66.99999283,6.3333357,268.4375,106,72.125,857.9375,204.625,146.0625,257.0625,276.1875,280.25,257.0625,2301.875,416.125,10.9375,77.9375,1198.8125,63.625,190.8125,1198.8125
3216,3216,-66.33332606,6.3333357,254.375,110.1875,73.5625,656.875,185.875,149.0625,245.75,258.5625,263.0625,245.75,2406.75,442.3125,16.75,78.25,1269.75,74.9375,191.625,1269.75
3217,3217,-65.66665928,6.3333357,252.0625,108.5,76.375,516.9375,185.1875,141,246.125,253.1875,258.375,246.125,2461.0625,449.3125,24.75,75.25,1267.25,89.3125,377.75,1267.25
3218,3218,-64.9999925,6.3333357,259.9375,104.375,79.9375,457.875,197.0625,129.625,255.875,258.75,265.375,255.125,2565.375,444.75,35.5,69.125,1261.25,118.25,450.125,311.0625
3219,3219,-64.33332572,6.3333357,260.9375,102,82.375,448.4375,200.375,123,257.5,258.375,265.6875,255.375,2690.0625,486.0625,38,69.5,1333,124.125,446.6875,189.3125
3220,3220,-63.66665894,6.3333357,258.0625,101.875,84.0625,460.3125,199.875,120.6875,253.8125,256.625,263.9375,253.375,2500.8125,468,25.25,74.3125,1297.4375,104.4375,421.25,455.5625
3221,3221,-62.99999217,6.3333357,254.0625,97.875,83.4375,460.25,199.25,116.5,249.6875,253.25,260.625,249.5625,2382.1875,429.75,30.8125,74.5,1250.5,113.25,363.0625,1117.625
3222,3222,-62.33332539,6.3333357,248.8125,99.0625,84.9375,448.1875,192.3125,116.0625,245.6875,245.9375,253.75,243.0625,2144.75,344.4375,46.5625,59.625,1008.5,168.8125,355.0625,226.6875
3223,3223,-61.66665861,6.3333357,263.625,101.625,84.875,470.875,205.125,119.3125,261.6875,258.8125,267.875,256.75,2144.25,306.5,78.5,40.0625,846.875,280.5625,473.625,352.6875
3224,3224,-60.99999183,6.3333357,242.75,97.375,82.1875,501.3125,186.375,117.9375,242.25,237.3125,248.375,235.5,1646.3125,226.875,63.875,35.875,620.375,241.25,375.6875,305.6875
3225,3225,-60.33332506,6.3333357,253.4375,88.125,80.375,530.3125,203.3125,109.1875,251.9375,256.375,260.125,246.625,1941.0625,260.0625,92.875,32.375,694.0625,320.375,381.8125,415.4375
3226,3226,-59.66665828,6.3333357,259.4375,79.1875,78.875,562.875,214.375,99.75,257.375,267.0625,267.0625,252.5,2281.25,303.6875,102.0625,33.25,813.125,356.5625,367.125,501.6875
3227,3227,-58.9999915,6.3333357,260.25,72.875,77.4375,581.75,218.0625,93.375,258.0625,267.8125,268.625,253.3125,2007.5,271.3125,95.125,34.9375,736.75,330.125,330.9375,414.5
3228,3228,-58.33332472,6.3333357,262.4375,69.3125,78.875,498.625,222.9375,87.25,260.4375,265.3125,269.6875,256.625,1980.1875,268.625,93.75,35.625,743.0625,326.5,330.125,402.75
3229,3229,-57.66665794,6.3333357,270.1818237,73.09091187,81.63636017,432.6363525,228.8181763,88.72727203,268.4545593,276.3636475,276.3636475,265.3636475,1549.272705,216.8181763,53.54545593,41.45454407,600,201,201,319.4545593
3230,3230,-56.99999117,6.3333357,273,78,82,499,228,94,271,280,280,267,1830,260,60,42,726,211,211,400
3289,3289,-77.66666128,5.6666691,260,82,91,263,217,90,258,262,264,257,6222,678,286,22,1904,1063,1375,1842
3290,3290,-76.9999945,5.6666691,255.5625,93.125,91.3125,233.75,206.0625,101.5625,254,256.375,258.125,252.0625,6753.8125,703,378.875,17.3125,1984.0625,1266.375,1581.9375,1801.25
3291,3291,-76.33332772,5.6666691,234.6875,101.4375,90.9375,258.5625,180.9375,111,233.125,236,237.5625,230.9375,5592.75,615.8125,299.5625,22.1875,1693.9375,983.125,1192.1875,1586.9375
3292,3292,-75.66666094,5.6666691,195.375,97.3125,88.5625,347.875,142.4375,109.5,191.75,195.3125,199.25,190.4375,2354.9375,293.0625,96.1875,31.5625,770.8125,348.9375,597.8125,679.9375
3293,3293,-74.99999417,5.6666691,233.625,96.125,88.9375,338.875,182.0625,107.6875,230.625,233.625,236.4375,228.3125,2952.0625,420.3125,119.5625,38.5,1034.3125,465.875,666.25,949.125
3294,3294,-74.33332739,5.6666691,244.4375,94.9375,87.9375,364.25,192.625,107.25,242.9375,244.1875,248,239.0625,2563.4375,367.1875,104.6875,38.5625,879.375,401.75,683.1875,821.3125
3295,3295,-73.66666061,5.6666691,142.375,98.6875,81.75,360.1875,81.9375,119.8125,142.9375,140.6875,146.625,137.6875,1495.875,219.25,50.75,43.9375,520.625,202.6875,465.875,283.3125
3296,3296,-72.99999383,5.6666691,108.625,94.3125,78.0625,503.375,50.375,119.5,108.4375,109.0625,114.3125,101.5,1215.6875,173.25,25.125,45.625,443.875,126.5,322.5625,343.25
3297,3297,-72.33332706,5.6666691,217.5,102.375,79.3125,681,158.875,128.125,212.3125,222.0625,226.125,208.5,2547.125,363.625,22.5,56.5625,1019.25,122.125,248,931.875
3298,3298,-71.66666028,5.6666691,266.4375,97.75,76.5,834,211.0625,127.0625,255.625,272.625,277,255.25,2250.625,352.6875,16.3125,61.6875,950.5,95.5625,200.625,946.75
3299,3299,-70.9999935,5.6666691,268.375,95.4375,74.9375,864.9375,214.8125,126.5,256.6875,274.5625,279.4375,256.6875,2093.125,315.0625,13.125,61.625,882.0625,76.8125,277.6875,882.0625
3300,3300,-70.33332672,5.6666691,271.3125,93.625,72.4375,883.625,216.75,128.5,259.25,277.375,282.6875,259.25,2231.0625,342.4375,11.6875,62.4375,953.8125,77.5,317,953.8125
3301,3301,-69.66665994,5.6666691,274.5625,93.6875,70.8125,866.0625,217.375,131.5,262.8125,280.0625,285.875,262.8125,2429.3125,373.125,14.4375,62.3125,1054.375,96,332.9375,1054.375
3302,3302,-68.99999317,5.6666691,279.5,94.1875,71.1875,854.5625,221.5,131.375,268.375,285.3125,291,268.375,2515.9375,388.0625,19,62.625,1120.9375,116.0625,329.125,1120.9375
3303,3303,-68.33332639,5.6666691,282.625,97.3125,73.875,927.375,226.25,131,269.875,288.8125,294.8125,269.875,2400.375,399.625,22.1875,65.875,1128.125,116.4375,284,1128.125
3304,3304,-67.66665961,5.6666691,279.5625,99.5625,73.9375,1068.875,223.375,133.8125,267.0625,287.625,293.4375,265.0625,2324.9375,410.625,28.25,68.875,1134.375,113.5625,218.8125,1128.5625
3305,3305,-66.99999283,5.6666691,256.1875,107.1875,74.875,848.125,193.875,142.25,244.5,262.75,267.25,244.3125,2742.9375,477.1875,26.9375,69.9375,1339.0625,126.3125,275.1875,1338.4375
3306,3306,-66.33332606,5.6666691,231.4375,112.1875,75.75,569.9375,162.6875,147.4375,223.5625,234.1875,238.5,223.5625,2844.75,493.5,27,71.8125,1412.875,119.1875,268.5,1412.875
3307,3307,-65.66665928,5.6666691,231.9375,112.4375,77.5,444.125,162.8125,144.1875,227,232.9375,237.0625,227,2835.3125,485.3125,29.5,69.625,1374.75,123.1875,438.5,1374.75
3308,3308,-64.9999925,5.6666691,238.25,108,80.875,392.875,172.5,132.5625,235.125,236.3125,241.8125,233.4375,3126.1875,504.625,40.5625,64.4375,1446.8125,165.5,583.375,249.5625
3309,3309,-64.33332572,5.6666691,256.375,103.3125,84.125,387.6875,195,122.25,254.0625,253.75,259.8125,251.4375,3191.3125,523.875,43.6875,61.1875,1445.625,186.25,615.375,274.375
3310,3310,-63.66665894,5.6666691,246.875,101.6875,85.125,382.0625,188,118.75,243.5,244.9375,250.75,242.4375,3332.625,545.1875,52.4375,62.5,1549,195.4375,644.875,428
3311,3311,-62.99999217,5.6666691,249,101.125,85.625,415.125,192.1875,117.4375,244.75,248.75,254.25,244.375,3381,569.3125,47.375,65.8125,1620.0625,177.375,621.5625,1299.875
3312,3312,-62.33332539,5.6666691,220.25,102.4375,85.125,394.0625,160.875,119.5625,217.75,217.75,224.1875,215.25,2708.1875,439.4375,50.625,60.25,1248.3125,173.1875,571.625,329.625
3313,3313,-61.66665861,5.6666691,209,99.75,82.75,410.75,149,119.875,206.9375,204.6875,213.25,203.125,2150.5,321.875,54.625,50.625,910.0625,182.1875,587.1875,238
3314,3314,-60.99999183,5.6666691,221.4375,99.4375,83.125,416.1875,163.75,119,219.9375,216.6875,226.375,215.625,1654.75,249.4375,48.5625,45.9375,680.5625,183.0625,385.25,222.6875
3315,3315,-60.33332506,5.6666691,234.125,92.75,82,455.6875,181.1875,112.5625,232.75,233.625,240.125,228.0625,1779.8125,272.3125,75.5,41.9375,727.25,274.6875,296.5,338
3316,3316,-59.66665828,5.6666691,256.875,83.4375,79.875,536.5625,207.875,103.8125,255.8125,263.75,263.75,249.6875,2497.0625,355.5,101.5,37.1875,949.6875,348.1875,395.125,549.875
3317,3317,-58.9999915,5.6666691,261.5625,79.125,78.875,600,213.5625,99.8125,261.25,269.125,269.125,253.3125,2718,379.5625,112.4375,36.0625,1025.125,396.4375,447.9375,591.8125
